serialno,sporder,wagp,occp,rac1p,fhisp
2013000174066,1,0,710,6,0
2013000174108,1,0,,1,0
2013000174108,2,106000,110,6,0
2013000175312,1,35000,2320,1,0
2013000175312,2,6000,2310,1,0
2013000175358,1,0,,6,0
2013000175358,2,0,,6,0
2013000175358,3,0,9120,6,0
2013000175530,1,0,4610,1,0
2013000176218,1,155000,4820,1,0
2013000176218,2,65000,1006,6,0
2013000176218,3,1000,5620,9,0
2013000176218,4,,,9,0
2013000176872,1,7300,4230,6,0
2013000176872,2,0,4600,6,0
2013000176885,1,54000,5860,1,0
2013000176885,2,110000,430,1,0
2013000176885,3,22000,5000,1,0
2013000178585,1,0,3740,1,0
2013000178585,2,0,5700,1,0
2013000179144,1,60000,2630,6,0
2013000179144,2,110000,3255,6,0
2013000179144,3,,,6,0
2013000179144,4,,,6,0
2013000179144,5,,,6,0
2013000179594,1,0,,6,0
2013000179746,1,0,4220,6,0
2013000179791,1,0,,1,0
2013000180096,1,12000,4600,1,0
2013000180096,2,30000,9130,1,0
2013000180151,1,0,,1,0
2013000180419,1,30000,9620,6,0
2013000180419,2,0,6355,6,0
2013000180419,3,,,6,0
2013000180469,1,30000,4110,6,0
2013000180469,2,20000,4110,6,0
2013000180469,3,,,6,0
2013000180469,4,,,6,0
2013000180715,1,0,,1,0
2013000180849,1,16000,4020,6,0
2013000180849,2,20000,8320,6,0
2013000180849,3,0,,6,0
2013000180849,4,0,,6,0
2013000180849,5,100,4220,6,0
2013000180876,1,100000,10,1,0
2013000180876,2,85000,350,1,0
2013000180876,3,,,1,0
2013000181016,1,0,5600,8,0
2013000181518,1,47000,5600,1,0
2013000181889,1,100000,220,1,0
2013000181935,1,200000,840,1,0
2013000181935,2,75000,710,1,0
2013000182027,1,90000,3230,1,0
2013000182027,2,120000,1020,1,0
2013000182641,1,0,,6,0
2013000182641,2,0,,6,0
2013000182831,1,3600,4800,2,0
2013000183082,1,0,,1,0
2013000183400,1,80000,2100,1,0
2013000183408,1,421000,3060,6,0
2013000183408,2,0,4710,6,0
2013000184268,1,140000,50,6,0
2013000184359,1,0,,1,0
2013000184415,1,8900,4620,6,0
2013000184415,2,68000,4710,6,0
2013000184415,3,0,,6,0
2013000184415,4,0,,6,0
2013000184415,5,22000,5620,6,0
2013000184415,6,3800,4520,6,0
2013000184415,7,,,6,0
2013000184415,8,,,6,0
2013000184492,1,421000,710,1,0
2013000184719,1,174000,2630,1,0
2013000184719,2,140000,5240,1,0
2013000185389,1,24000,7630,6,0
2013000185389,2,50000,5600,6,0
2013000185389,3,0,9350,6,0
2013000185389,4,0,,6,0
2013000185645,1,110000,50,1,0
2013000185645,2,80000,2710,1,0
2013000186060,1,87000,2630,8,0
2013000186261,1,67000,2100,6,0
2013000186261,2,135000,1710,1,0
2013000186717,1,8000,4110,1,0
2013000186957,1,78000,1220,6,0
2013000186957,2,200000,4700,6,0
2013000187014,1,0,9130,1,0
2013000187014,2,0,100,1,0
2013000187333,1,0,,1,0
2013000187333,2,50000,4020,1,0
2013000187333,3,,,1,0
2013000187333,4,0,,1,0
2013000187333,5,0,,1,0
2013000187717,1,9600,9620,8,0
2013000187863,1,0,,1,0
2013000188341,1,0,,6,0
2013000188452,1,24000,9350,8,0
2013000188452,2,30000,4230,8,0
2013000188452,3,22000,2630,8,0
2013000188452,4,0,,8,0
2013000188452,5,0,,8,0
2013000188452,6,0,,8,0
2013000189782,1,421000,1020,6,0
2013000189867,1,68000,2430,1,0
2013000190207,1,0,4230,8,0
2013000190207,2,34000,4220,8,0
2013000190207,3,0,4230,8,0
2013000190207,4,0,9920,8,0
2013000190207,5,0,,8,0
2013000190869,1,86000,2630,6,0
2013000190869,2,45000,5000,6,0
2013000190869,3,,,6,0
2013000190869,4,,,6,0
2013000191254,1,18000,6355,1,0
2013000191254,2,5000,4600,1,0
2013000191254,3,22000,4850,1,0
2013000191254,4,1800,4130,1,0
2013000191254,5,,,1,0
2013000191264,1,0,4110,1,0
2013000191408,1,83000,430,1,0
2013000192370,1,22000,4610,1,0
2013000192370,2,70000,9130,1,0
2013000192370,3,160,4850,1,0
2013000192370,4,0,,1,0
2013000192878,1,110000,1020,6,0
2013000193260,1,75000,10,1,0
2013000193260,2,20000,2600,1,0
2013000193505,1,0,5620,2,0
2013000194064,1,50000,1020,1,0
2013000194064,2,160000,2630,1,0
2013000194887,1,0,,1,0
2013000194937,1,50000,4000,6,0
2013000194937,2,0,8350,6,0
2013000195641,1,96000,135,1,0
2013000195828,1,0,,6,0
2013000196464,1,2000,4150,1,0
2013000197946,1,36000,5120,6,0
2013000198862,1,2000,1560,1,0
2013000199265,1,28000,4850,1,0
2013000199637,1,51000,7810,6,0
2013000199637,2,45000,735,6,0
2013000199637,3,530,4760,6,0
2013000199637,4,30000,4220,6,0
2013000199637,5,800,4700,6,0
2013000200419,1,68000,2310,1,0
2013000200423,1,66000,1610,1,0
2013000200423,2,107000,50,6,0
2013000200859,1,28500,2145,6,0
2013000200859,2,0,,6,0
2013000200859,3,0,,6,0
2013000201241,1,8000,5700,1,0
2013000202406,1,50000,1010,6,0
2013000202641,1,51000,3255,9,0
2013000202641,2,0,,6,0
2013000202641,3,55000,740,1,0
2013000202641,4,35000,5700,1,0
2013000202698,1,120000,4710,1,0
2013000202698,2,96000,2010,1,0
2013000203048,1,30000,4220,6,0
2013000203048,2,,,6,0
2013000203532,1,0,,6,0
2013000203714,1,16000,4220,8,0
2013000203714,2,60000,7420,8,0
2013000203834,1,72000,2000,1,0
2013000203882,1,50000,4010,1,0
2013000203882,2,0,,1,0
2013000203904,1,0,,1,0
2013000204163,1,200000,1240,6,0
2013000205733,1,42000,5620,1,0
2013000206203,1,0,5520,2,0
2013000206203,2,0,9920,2,0
2013000206203,3,,,2,0
2013000206203,4,,,2,0
2013000206203,5,,,2,0
2013000206203,6,,,2,0
2013000207524,1,0,,6,0
2013000207524,2,37000,50,6,0
2013000207859,1,1200,4650,9,0
2013000207859,2,23300,4720,1,0
2013000207859,3,0,4030,9,0
2013000208435,1,421000,3060,1,0
2013000208435,2,421000,4710,1,0
2013000208698,1,2000,5620,1,0
2013000208698,2,5000,5240,1,0
2013000210072,1,0,,6,0
2013000210106,1,0,2630,1,0
2013000210319,1,0,,1,0
2013000210319,2,15000,2200,1,0
2013000210619,1,150000,120,1,0
2013000210619,2,19200,7210,1,0
2013000210911,1,0,,1,0
2013000211670,1,20000,710,1,0
2013000211670,2,150000,10,1,0
2013000211670,3,,,1,0
2013000211807,1,55000,50,1,0
2013000211807,2,90000,4920,6,0
2013000212140,1,0,3050,6,0
2013000212140,2,15000,5700,6,0
2013000212140,3,0,650,6,0
2013000212157,1,53000,4220,6,0
2013000212157,2,0,4600,6,0
2013000212375,1,0,,6,1
2013000212537,1,60000,9120,8,0
2013000212754,1,0,5010,1,0
2013000213002,1,150000,4820,1,0
2013000213002,2,0,,6,0
2013000213002,3,,,9,0
2013000213241,1,160000,10,1,0
2013000213241,2,125000,50,1,0
2013000213241,3,,,1,0
2013000213241,4,,,1,0
2013000213376,1,2500,136,6,0
2013000213376,2,0,1550,1,0
2013000213718,1,36000,9130,7,0
2013000213718,2,0,,7,0
2013000213718,3,,,7,0
2013000213718,4,,,7,0
2013000213718,5,,,7,0
2013000213983,1,70000,420,1,0
2013000213983,2,40000,2200,1,0
2013000213997,1,37000,4760,1,0
2013000213997,2,0,5860,1,0
2013000213997,3,,,1,0
2013000214537,1,0,1820,1,0
2013000214697,1,16000,2630,1,0
2013000214697,2,23000,9620,1,0
2013000214704,1,0,800,6,0
2013000214704,2,100000,3255,6,0
2013000214704,3,0,5260,6,0
2013000214704,4,0,,6,0
2013000214835,1,30000,3955,2,0
2013000214835,2,0,4620,2,0
2013000214835,3,0,,2,0
2013000214835,4,0,,2,0
2013000214835,5,,,2,0
2013000214892,1,15000,2000,2,0
2013000215152,1,49500,1300,1,0
2013000215152,2,0,1840,6,0
2013000216664,1,0,,6,0
2013000216664,2,0,,6,0
2013000217336,1,120000,1530,9,0
2013000217336,2,,,9,0
2013000217336,3,,,9,0
2013000217908,1,2300,1300,1,0
2013000217908,2,0,5520,1,0
2013000218132,1,81000,800,6,0
2013000218132,2,140000,1400,6,0
2013000218132,3,33000,310,6,0
2013000218132,4,0,,6,0
2013000218132,5,,,6,0
2013000218219,1,421000,4920,1,0
2013000218293,1,95000,4710,1,0
2013000218994,1,0,,6,0
2013000218994,2,0,8350,6,0
2013000218994,3,0,3647,6,0
2013000219551,1,0,4000,1,0
2013000220210,1,0,,9,0
2013000220272,1,55000,4850,6,0
2013000220272,2,0,4810,6,0
2013000220272,3,0,,6,0
2013000220272,4,,,6,0
2013000220272,5,,,6,0
2013000220272,6,20000,4610,6,0
2013000220272,7,15000,4610,6,0
2013000220272,8,70000,3255,6,0
2013000220272,9,,,6,0
2013000220933,1,39000,350,3,0
2013000220933,2,6000,5240,9,0
2013000220933,3,0,,8,0
2013000221038,1,421000,10,1,0
2013000221113,1,0,,2,0
2013000221113,2,,,2,0
2013000221344,1,0,,1,0
2013000221485,1,66000,1020,6,0
2013000221691,1,200000,3060,6,0
2013000221770,1,60000,2630,1,0
2013000221770,2,10000,8920,1,0
2013000221774,1,16000,4030,1,0
2013000221774,2,90000,5240,1,0
2013000222225,1,70000,1220,1,0
2013000222225,2,100000,1430,1,0
2013000223072,1,0,,1,0
2013000223626,1,7000,5810,6,0
2013000223626,2,0,220,6,0
2013000223626,3,,,6,0
2013000223641,1,0,6260,6,0
2013000223641,2,20,4120,6,0
2013000223641,3,35000,8740,6,0
2013000223737,1,120000,4850,1,0
2013000223737,2,75000,5120,1,0
2013000223785,1,421000,50,1,0
2013000223863,1,90000,630,1,0
2013000224389,1,50000,800,1,0
2013000224389,2,50000,1107,1,0
2013000224495,1,120000,2200,1,0
2013000224495,2,90000,726,1,0
2013000224495,3,,,1,0
2013000224495,4,,,1,0
2013000224495,5,,,1,0
2013000226018,1,0,2630,1,0
2013000226018,2,200000,430,1,0
2013000226330,1,0,4700,1,0
2013000226622,1,5000,1020,1,0
2013000227021,1,120000,2040,2,0
2013000227021,2,120000,5000,6,0
2013000228131,1,7200,4200,1,0
2013000228131,2,23000,160,1,0
2013000228131,3,2500,5940,6,0
2013000228131,4,70,5400,1,0
2013000228131,5,3000,5260,1,0
2013000228131,6,3700,8610,1,0
2013000228131,7,9000,9130,1,0
2013000228131,8,10000,5120,6,0
2013000228131,9,10000,6050,1,0
2013000228131,10,3000,5260,1,0
2013000228131,11,10000,4220,1,0
2013000228131,12,0,,6,0
2013000228303,1,0,120,1,0
2013000228303,2,0,,1,0
2013000228303,3,,,1,0
2013000228635,1,144000,1760,1,0
2013000228635,2,73000,4320,1,0
2013000228635,3,0,,9,0
2013000228670,1,119000,2100,1,0
2013000228670,2,80000,3255,2,0
2013000228670,3,20000,430,1,0
2013000229047,1,2700,2830,1,0
2013000229047,2,0,,1,0
2013000229182,1,79000,1006,6,0
2013000229182,2,15000,950,6,0
2013000229220,1,0,,6,0
2013000229220,2,0,,6,0
2013000229220,3,45000,5860,6,0
2013000229220,4,12000,2145,6,0
2013000229560,1,0,6230,8,0
2013000229560,2,0,,8,0
2013000229560,3,,,8,0
2013000230007,1,68000,5120,1,0
2013000230007,2,0,2340,1,0
2013000230246,1,85000,800,2,0
2013000230246,2,0,,2,0
2013000230246,3,4000,2340,2,0
2013000231330,1,0,,1,0
2013000231743,1,0,,1,0
2013000231743,2,0,,1,0
2013000231979,1,40000,2200,1,0
2013000231979,2,40000,4840,6,0
2013000232274,1,60000,6360,1,0
2013000232321,1,0,,1,0
2013000232389,1,54000,5540,6,0
2013000232389,2,0,5540,6,0
2013000233977,1,50000,1020,6,0
2013000234785,1,95000,20,1,0
2013000234785,2,40000,2310,1,0
2013000234785,3,,,1,0
2013000234785,4,,,1,0
2013000234844,1,0,,1,0
2013000235391,1,65000,1650,1,0
2013000236430,1,81000,4800,6,0
2013000236430,2,130000,4710,9,0
2013000236430,3,,,9,0
2013000236430,4,,,9,0
2013000237157,1,22000,4610,6,0
2013000237157,2,16000,7810,6,0
2013000237157,3,32000,4720,6,0
2013000237157,4,12000,9620,6,0
2013000237157,5,0,,6,0
2013000238033,1,0,,2,0
2013000238033,2,,,2,0
2013000238069,1,45000,2310,6,0
2013000238069,2,90000,120,6,0
2013000238069,3,,,6,0
2013000238069,4,,,6,0
2013000238069,5,0,8800,6,0
2013000238137,1,0,5400,1,0
2013000238137,2,48000,4020,1,0
2013000239017,1,0,,1,0
2013000239384,1,0,,3,0
2013000239384,2,20000,9120,3,0
2013000239445,1,0,2310,1,0
2013000239445,2,190000,7720,1,0
2013000239445,3,,,1,0
2013000239452,1,115000,1006,6,0
2013000239452,2,60000,6320,6,0
2013000239452,3,0,430,6,0
2013000239452,4,0,,6,0
2013000239452,5,25000,7850,6,0
2013000239692,1,42000,5110,1,0
2013000239692,2,46000,800,1,0
2013000240624,1,0,2200,1,0
2013000240624,2,23000,4200,1,0
2013000240746,1,18700,4720,2,0
2013000241017,1,421000,10,1,0
2013000241017,2,11300,5700,1,0
2013000241078,1,0,,1,0
2013000241404,1,0,,1,0
2013000242442,1,10000,6050,8,0
2013000242550,1,21000,6230,6,0
2013000242550,2,40000,9620,6,0
2013000242550,3,0,,6,0
2013000242550,4,0,,6,0
2013000242550,5,0,,6,0
2013000242550,6,0,,6,0
2013000243174,1,421000,3060,6,0
2013000243174,2,0,2600,6,0
2013000243410,1,0,,2,0
2013000243635,1,40000,3930,6,0
2013000243635,2,10000,1107,6,0
2013000243635,3,3000,4220,6,0
2013000243635,4,27600,4520,6,0
2013000244456,1,62000,2600,1,0
2013000244456,2,0,2600,1,0
2013000245085,1,20500,7840,1,0
2013000245085,2,120000,1020,1,0
2013000246709,1,30000,1760,6,0
2013000246780,1,145000,2100,1,0
2013000246946,1,149000,2100,1,0
2013000246946,2,100000,3250,1,0
2013000246946,3,,,1,0
2013000247427,1,0,710,1,0
2013000247854,1,108000,430,1,0
2013000247854,2,85000,2630,1,0
2013000248197,1,95000,50,1,0
2013000248509,1,0,230,1,0
2013000248509,2,0,,1,0
2013000248635,1,0,710,1,0
2013000251328,1,15000,2000,2,0
2013000251538,1,60000,430,2,0
2013000252593,1,0,,8,0
2013000252593,2,0,,8,0
2013000252593,3,40000,120,2,0
2013000254043,1,65000,430,6,0
2013000254479,1,0,2100,1,0
2013000254874,1,109000,1006,6,0
2013000254874,2,90000,5620,6,0
2013000254918,1,0,3000,1,0
2013000254918,2,30000,4700,1,0
2013000255010,1,25000,4650,1,0
2013000255010,2,75000,3300,6,0
2013000255010,3,20000,4110,1,0
2013000255735,1,76000,420,1,0
2013000255735,2,0,2600,6,0
2013000255735,3,0,,9,0
2013000256075,1,50000,2310,1,0
2013000256075,2,60000,50,1,0
2013000256572,1,102000,430,1,0
2013000256572,2,3000,4620,1,0
2013000256876,1,100000,3255,1,0
2013000257129,1,421000,850,1,0
2013000257129,2,0,40,1,0
2013000257228,1,97000,4920,1,0
2013000258364,1,150000,735,1,0
2013000258707,1,70000,5860,6,0
2013000258707,2,0,,6,0
2013000258707,3,67000,6200,6,0
2013000259146,1,9000,4020,8,0
2013000259146,2,,,8,0
2013000259146,3,,,8,0
2013000259146,4,,,8,0
2013000259167,1,80000,3060,1,0
2013000259167,2,240000,3060,6,0
2013000259167,3,,,9,0
2013000259772,1,0,,1,0
2013000260471,1,0,8750,8,0
2013000260471,2,50000,6420,8,0
2013000260471,3,,,1,0
2013000260471,4,0,4150,8,0
2013000260471,5,25000,6420,8,0
2013000260471,6,15400,4610,8,0
2013000260471,7,22000,6230,8,0
2013000260471,8,48000,6260,8,0
2013000260471,9,11000,4020,8,0
2013000260637,1,6000,9120,1,0
2013000260637,2,80000,9130,1,0
2013000260637,3,25000,3300,1,0
2013000260637,4,0,,1,0
2013000260637,5,30000,4810,1,0
2013000261007,1,0,,6,0
2013000261007,2,54000,5700,6,0
2013000261007,3,55000,5110,6,0
2013000261007,4,,,6,0
2013000261416,1,0,3010,6,0
2013000261416,2,0,3600,6,0
2013000261416,3,,,6,0
2013000261416,4,,,6,0
2013000261416,5,,,6,0
2013000262344,1,0,600,1,0
2013000262344,2,0,6520,1,0
2013000262540,1,120000,120,6,0
2013000263526,1,0,1005,2,0
2013000263908,1,0,,1,0
2013000263908,2,0,,1,0
2013000263953,1,0,,6,0
2013000264282,1,0,110,6,0
2013000264282,2,150,4510,6,0
2013000264332,1,100000,1010,6,0
2013000264332,2,10000,3245,6,0
2013000264332,3,0,,6,0
2013000264727,1,0,5000,6,0
2013000264727,2,0,9620,6,0
2013000264806,1,11400,5700,1,0
2013000264902,1,95000,800,6,0
2013000264918,1,140000,3720,9,0
2013000264918,2,0,20,1,0
2013000265008,1,0,9640,1,0
2013000265025,1,170000,2100,1,0
2013000265025,2,103000,1300,1,0
2013000265124,1,0,1965,1,0
2013000265196,1,44000,5120,1,0
2013000265196,2,58000,5240,1,0
2013000265912,1,0,,6,0
2013000265912,2,0,,6,0
2013000267020,1,6300,4600,1,0
2013000267020,2,80000,2310,1,0
2013000267020,3,5000,5810,1,0
2013000267020,4,19300,4010,2,0
2013000267036,1,0,,1,0
2013000267036,2,50000,4220,1,0
2013000267036,3,39500,9620,1,0
2013000267036,4,33300,5400,1,0
2013000267036,5,0,5860,1,0
2013000267036,6,,,1,0
2013000267036,7,,,1,0
2013000267036,8,10600,3160,1,0
2013000267112,1,8000,735,1,0
2013000267112,2,24000,2910,1,0
2013000267112,3,40000,800,1,0
2013000267374,1,0,,6,1
2013000267982,1,0,,6,0
2013000267982,2,0,,6,0
2013000268433,1,40000,9260,1,0
2013000268433,2,65000,3150,1,0
2013000269164,1,153000,1020,1,0
2013000269164,2,90000,8740,1,0
2013000270906,1,0,6420,8,0
2013000270906,2,0,4230,8,0
2013000270906,3,,,8,0
2013000271008,1,130000,630,9,0
2013000271008,2,0,3255,9,0
2013000271008,3,20000,20,1,0
2013000271008,4,60000,50,1,0
2013000271175,1,0,2830,1,0
2013000271175,2,0,7700,6,0
2013000271603,1,0,,1,0
2013000271760,1,0,726,2,0
2013000271760,2,210000,2100,2,0
2013000272026,1,21000,6260,8,0
2013000273058,1,84000,6220,6,0
2013000273058,2,12000,4720,6,0
2013000273058,3,,,6,0
2013000273058,4,,,6,0
2013000273058,5,0,4140,6,0
2013000273058,6,0,4220,6,0
2013000273167,1,95000,1020,1,0
2013000273167,2,7500,2000,1,0
2013000273167,3,0,430,1,0
2013000273201,1,110000,220,6,0
2013000273201,2,421000,4920,1,0
2013000273201,3,,,1,0
2013000273977,1,0,,8,0
2013000274253,1,0,,1,0
2013000274362,1,105000,700,6,0
2013000274362,2,,,6,0
2013000274884,1,0,,1,0
2013000274917,1,0,9920,2,0
2013000275022,1,56000,430,1,0
2013000275022,2,48000,740,1,0
2013000275586,1,51000,1965,2,0
2013000275586,2,0,5560,2,0
2013000275586,3,34900,2000,2,0
2013000275586,4,0,,2,0
2013000275774,1,0,,1,0
2013000275774,2,0,,1,0
2013000276008,1,2500,2100,1,0
2013000276008,2,4000,3600,1,0
2013000276142,1,65000,4060,2,0
2013000276142,2,60000,4760,2,0
2013000276142,3,68000,4700,2,0
2013000276330,1,65000,10,1,0
2013000276330,2,80000,4700,1,0
2013000276829,1,15000,2710,1,0
2013000276829,2,10000,2710,1,0
2013000276986,1,421000,430,1,0
2013000276986,2,421000,430,1,0
2013000276986,3,,,1,0
2013000276986,4,,,1,0
2013000277445,1,150000,4760,1,0
2013000277693,1,0,,1,0
2013000277693,2,0,,9,0
2013000277693,3,14000,4250,1,0
2013000278515,1,100000,1400,1,0
2013000278659,1,0,,1,0
2013000278783,1,90000,630,6,0
2013000278783,2,107000,1020,8,0
2013000278783,3,80000,2850,6,0
2013000278950,1,0,,1,0
2013000278950,2,0,,1,0
2013000278950,3,0,,1,0
2013000278950,4,0,,1,0
2013000278950,5,15900,2320,1,0
2013000278950,6,69000,5940,1,1
2013000279332,1,0,,6,0
2013000279332,2,0,,6,0
2013000279595,1,0,,1,0
2013000280160,1,421000,3060,1,0
2013000280160,2,189000,3060,1,0
2013000280160,3,,,1,0
2013000280160,4,,,1,0
2013000280160,5,,,1,0
2013000280192,1,0,4610,6,0
2013000280192,2,0,4610,6,0
2013000280192,3,7200,4720,6,0
2013000280316,1,20000,7720,6,0
2013000280316,2,3500,4720,6,0
2013000280316,3,0,2440,6,0
2013000280411,1,40000,3245,1,0
2013000280710,1,85000,5000,1,0
2013000281162,1,10000,4720,6,0
2013000281162,2,40000,1020,6,0
2013000281162,3,0,,6,0
2013000282301,1,100000,40,6,0
2013000282613,1,45000,5360,2,0
2013000283105,1,0,,8,0
2013000283105,2,0,,8,0
2013000283105,3,700,9240,9,0
2013000283205,1,0,,1,0
2013000283205,2,80000,120,6,0
2013000283666,1,92000,3540,1,0
2013000283724,1,0,910,1,0
2013000283724,2,85000,910,1,0
2013000283724,3,600,4150,1,0
2013000285318,1,62000,6420,1,0
2013000285318,2,0,4520,1,0
2013000287227,1,69000,1460,1,0
2013000287227,2,0,2010,1,0
2013000287875,1,0,,6,0
2013000289397,1,0,3255,9,0
2013000289441,1,0,800,1,0
2013000289441,2,65000,430,1,0
2013000289833,1,45000,1530,1,0
2013000289942,1,29000,3649,8,0
2013000289942,2,80000,1430,1,0
2013000289942,3,0,4600,1,0
2013000289942,4,0,4600,3,0
2013000289942,5,30000,7410,1,0
2013000289979,1,8400,4230,1,0
2013000289979,2,138000,1050,6,0
2013000290486,1,6000,2630,9,0
2013000290486,2,200000,4710,1,0
2013000290486,3,,,9,0
2013000290674,1,30000,4110,1,0
2013000290674,2,60000,310,7,0
2013000290702,1,0,,1,0
2013000290702,2,45000,3645,1,0
2013000290702,3,43000,5400,1,0
2013000290904,1,38600,5000,6,0
2013000291154,1,103000,800,6,0
2013000291154,2,98000,2145,1,0
2013000292636,1,0,710,1,0
2013000293287,1,0,2600,9,0
2013000293287,2,3000,2600,6,0
2013000293293,1,24000,2310,1,0
2013000293293,2,30000,735,1,0
2013000293293,3,26000,1050,1,0
2013000293403,1,0,,2,0
2013000293468,1,47500,4700,3,0
2013000293973,1,36000,5700,1,0
2013000293973,2,0,,1,0
2013000294398,1,0,,1,0
2013000297980,1,0,,1,0
2013000297980,2,421000,350,1,0
2013000298460,1,0,,6,0
2013000298460,2,0,,6,1
2013000298639,1,0,,2,0
2013000298941,1,0,3930,6,0
2013000298941,2,50000,1920,6,0
2013000299037,1,0,9140,2,0
2013000299104,1,89000,2000,8,0
2013000299187,1,73000,430,1,0
2013000299187,2,25000,4000,1,0
2013000299660,1,100000,136,1,0
2013000299660,2,120000,850,1,0
2013000299660,3,,,1,0
2013000299900,1,100000,565,1,0
2013000300499,1,0,,1,0
2013000300573,1,0,2300,6,0
2013000300573,2,220000,2100,1,0
2013000300573,3,,,1,0
2013000300756,1,3100,4610,6,0
2013000301252,1,95000,430,6,0
2013000301252,2,40000,20,1,0
2013000302673,1,0,430,2,0
2013000302673,2,0,800,2,0
2013000303330,1,20000,4760,8,0
2013000303387,1,0,,6,0
2013000303387,2,42000,5120,6,0
2013000303735,1,25000,4810,1,0
2013000303735,2,24000,4965,6,0
2013000303735,3,3000,5620,6,0
2013000303735,4,28000,4710,6,0
2013000303735,5,12000,3930,2,0
2013000304815,1,1900,4760,9,0
2013000305091,1,0,,6,0
2013000305091,2,0,,6,0
2013000305428,1,0,5810,6,0
2013000305428,2,0,3420,6,0
2013000305428,3,42800,9610,6,0
2013000305428,4,21000,5400,6,0
2013000305428,5,,,6,0
2013000306422,1,0,,1,0
2013000306422,2,47100,430,1,0
2013000307272,1,116000,430,6,0
2013000307799,1,0,,1,0
2013000307823,1,0,,6,0
2013000308382,1,0,430,1,0
2013000308382,2,0,430,1,0
2013000308496,1,0,,6,0
2013000308496,2,1500,2320,6,0
2013000308684,1,130000,1020,1,0
2013000308684,2,165000,1020,1,0
2013000308881,1,125000,1020,1,0
2013000308881,2,421000,1020,1,0
2013000309053,1,40000,4230,6,0
2013000309053,2,4000,4110,6,0
2013000309053,3,0,,6,0
2013000309065,1,50000,2320,1,0
2013000309247,1,0,9920,6,0
2013000309247,2,0,9920,6,0
2013000309258,1,85000,1300,1,0
2013000309258,2,,,1,0
2013000309258,3,80000,1800,1,0
2013000309348,1,85000,5700,1,0
2013000309348,2,27300,2630,1,0
