serialno,bld,rntp,ybl
2014001354412,8,260,1
2014001355857,8,860,3
2014001355912,8,1000,1
2014001356396,5,2600,4
2014001360502,4,920,1
2014001360907,9,490,1
2014001362489,6,1500,5
2014001363608,4,1400,1
2014001365225,8,3000,7
2014001365479,9,250,5
2014001365495,4,810,1
2014001367220,2,2200,6
2014001367920,5,2300,7
2014001368233,6,750,1
2014001370734,9,2700,7
2014001371553,9,900,1
2014001371791,8,1700,3
2014001371870,9,250,7
2014001373393,9,1100,11
2014001373916,9,440,6
2014001375325,8,1400,1
2014001375871,6,3000,4
2014001376239,9,260,11
2014001377215,4,2400,1
2014001377727,9,250,12
2014001379449,3,830,1
2014001380429,6,1900,7
2014001380780,9,530,1
2014001383265,5,1300,2
2014001383762,3,1000,3
2014001385178,9,1200,1
2014001386338,5,750,1
2014001388108,2,730,1
2014001389268,9,2400,8
2014001390113,3,2500,2
2014001390331,6,1400,4
2014001390342,4,410,1
2014001390358,6,600,6
2014001390575,8,3700,2
2014001391443,9,370,1
2014001392038,5,3700,6
2014001392176,5,2400,1
2014001392695,2,910,3
2014001394740,8,1100,1
2014001395353,9,260,12
2014001396167,4,3100,1
2014001396813,8,920,1
2014001396921,8,1400,3
2014001397301,6,940,1
2014001399952,4,1600,2
2014001401084,6,300,3
2014001401344,5,1600,3
2014001404722,9,250,1
2014001405385,9,270,1
2014001408226,3,2000,3
2014001408797,6,2500,1
2014001410093,8,200,7
2014001410353,9,1900,6
2014001411907,6,1800,5
2014001413407,2,2600,1
2014001413517,6,1100,4
2014001415719,6,2900,1
2014001416426,5,1400,1
2014001416622,8,510,5
2014001417226,4,1800,1
2014001417510,5,2100,1
2014001419395,9,1900,6
2014001419487,5,1100,1
2014001421509,9,900,1
2014001423596,6,840,1
2014001424413,9,500,1
2014001424656,8,1600,1
2014001425243,5,2500,1
2014001427702,4,1600,1
2014001428506,8,1600,1
2014001428766,6,1300,1
2014001429164,5,210,10
2014001429294,6,1800,7
2014001432918,5,780,2
2014001433425,8,750,1
2014001436078,9,370,1
2014001437435,4,3700,5
2014001440823,6,3700,5
2014001440824,2,3400,2
2014001441017,5,800,1
2014001441160,8,260,1
2014001441359,5,2000,1
2014001442008,8,1000,1
2014001442322,9,1000,3
2014001442748,9,650,5
2014001445967,5,690,1
2014001449490,2,2100,1
2014001450499,5,1200,1
2014001451755,6,860,1
2014001452287,9,3300,6
2014001453059,6,640,1
2014001453193,5,1900,1
2014001453912,5,1200,1
2014001455949,4,1400,1
2014001455952,9,620,1
2014001461562,5,520,5
2014001462645,5,2300,1
2014001465996,6,2300,1
2014001466423,5,500,3
2014001467401,5,1400,1
2014001467440,5,2400,1
2014001467728,3,300,1
2014001469730,5,2100,1
2014001470086,6,2400,7
2014001470199,9,350,1
2014001471320,6,1100,2
2014001473724,8,250,1
2014001475962,9,600,11
2014001476261,8,2200,2
2014001477600,6,2500,2
2014001479395,5,1100,1
2014001479789,9,2400,3
2014001480120,5,670,4
2014001480179,3,960,2
2014001480603,6,1800,1
2014001480884,3,1100,7
2014001481272,2,1400,7
2014001481302,9,1600,1
2014001482695,8,1400,4
2014001484441,6,1500,4
2014001485237,8,1800,5
2014001485389,9,2300,2
2014001486049,9,1500,6
2014001487654,5,1800,6
2014001487823,5,1400,1
2014001490512,5,1200,7
2014001492132,6,600,1
2014001492468,6,2100,5
2014001493080,5,3100,1
2014001494476,5,2700,4
2014001494560,2,1500,5
2014001495754,8,1400,7
2014001495858,9,600,8
2014001496766,8,910,2
2014001497659,4,2500,1
2014001499292,5,680,3
2014001500632,5,1800,1
2015000000528,9,1100,1
2015000001590,9,1300,3
2015000005450,5,220,6
2015000006265,5,2500,5
2015000006907,8,1700,2
2015000008512,6,660,2
2015000008679,5,770,1
2015000010712,8,2100,1
2015000011685,8,2300,1
2015000013871,6,2600,1
2015000014039,3,1800,3
2015000015355,3,1000,1
2015000016659,2,2900,1
2015000018741,3,3200,2
2015000020728,2,1500,1
2015000020992,5,2100,1
2015000022770,4,2300,1
2015000022968,8,320,4
2015000025262,9,3700,9
2015000028053,6,1200,1
2015000029393,6,1800,1
2015000030755,6,2400,3
2015000031955,6,80,2
2015000036807,8,730,1
2015000037126,5,1500,8
2015000037277,5,600,1
2015000037545,8,650,1
2015000037979,5,3200,3
2015000039496,9,260,1
2015000042133,5,1600,1
2015000042380,5,1700,1
2015000042457,8,2500,3
2015000043106,8,3000,4
2015000044052,9,200,1
2015000044119,4,2700,1
2015000045471,2,900,7
2015000046924,5,2000,3
2015000047053,2,1600,4
2015000047061,6,300,1
2015000047260,8,870,7
2015000047603,6,500,4
2015000048060,9,240,5
2015000050192,9,440,5
2015000053086,9,1500,5
2015000054249,8,2100,1
2015000055635,9,2000,6
2015000056886,5,1600,1
2015000057191,9,1300,9
2015000058133,4,1900,2
2015000059065,8,250,1
2015000060042,5,1900,5
2015000061116,9,1000,3
2015000061333,6,90,2
2015000063355,6,3000,5
2015000064696,8,2900,8
2015000065093,4,1400,1
2015000068031,4,1300,2
2015000068271,4,1000,1
2015000068592,6,2600,1
2015000070035,3,2500,2
2015000070299,5,870,3
2015000070950,2,1400,1
2015000073063,2,3000,1
2015000074045,8,1000,1
2015000074059,4,1500,1
2015000074456,9,620,1
2015000074476,3,3700,1
2015000075945,2,2400,4
2015000076534,4,1300,7
2015000077456,2,3300,3
2015000079630,5,1800,1
2015000079844,5,3200,4
2015000080084,6,1300,1
2015000080601,9,430,13
2015000080723,4,2500,4
2015000080732,9,270,14
2015000082215,9,880,8
2015000082554,2,2800,2
2015000083306,9,2200,5
2015000085120,2,90,2
2015000085528,9,2000,1
2015000085795,8,3000,5
2015000085904,5,2500,5
2015000086020,9,1400,1
2015000088538,3,2200,2
2015000089023,2,1800,1
2015000089619,4,1400,1
2015000089810,5,3100,1
2015000092319,5,1500,1
2015000092841,4,2000,4
2015000092902,4,2900,5
2015000094726,9,650,7
2015000095309,9,250,7
2015000096055,3,1700,2
2015000101134,8,1200,7
2015000101756,3,630,6
2015000104964,2,1200,1
2015000107827,9,1700,1
2015000110342,3,3300,3
2015000110837,9,2800,4
2015000112585,5,1300,1
2015000113945,8,1400,6
2015000115452,3,450,1
2015000116754,9,3700,6
2015000116795,8,1900,1
2015000120372,8,2100,4
2015000120714,5,600,2
2015000121225,8,3000,7
2015000121422,4,3700,6
2015000122004,4,2600,4
2015000122196,4,610,7
2015000122543,3,1000,1
2015000124429,9,1500,5
2015000124863,9,3700,5
2015000125423,9,2000,7
2015000126996,4,360,4
2015000129461,8,3100,7
2015000129952,5,410,3
2015000130341,5,2700,2
2015000130996,6,1400,1
2015000132478,3,2400,1
2015000132655,8,1800,1
2015000132714,5,2700,1
2015000133875,8,990,7
2015000134669,6,2100,1
2015000135137,2,3000,3
2015000136927,2,3700,3
2015000137191,9,220,6
2015000137761,5,1200,5
2015000138415,6,1800,1
2015000138796,5,3100,4
2015000139027,9,1300,2
2015000139702,3,2900,1
2015000139931,9,1300,5
2015000140068,6,2100,3
2015000142732,4,1100,1
2015000143338,6,3700,7
2015000146208,4,330,1
2015000146879,6,870,1
2015000147736,9,3700,8
2015000148258,4,3700,3
2015000148761,8,1900,4
2015000150157,4,1900,1
2015000150725,6,580,1
2015000153213,9,250,12
2015000155816,9,370,9
2015000156378,9,460,4
2015000156395,2,2100,2
2015000157133,8,1800,2
2015000157657,4,1000,4
2015000157997,8,430,7
2015000158747,9,1300,5
2015000160436,9,260,7
2015000160640,9,250,9
2015000162894,5,330,5
2015000163581,5,2300,1
2015000163897,2,2000,7
2015000165277,5,1200,7
2015000166124,3,3100,4
2015000167161,8,1600,1
2015000167641,3,2200,7
2015000168253,8,2600,1
2015000169275,6,1600,5
2015000171503,8,1900,4
2015000172226,8,1300,1
2015000172245,4,2000,1
2015000172670,9,780,3
2015000173642,2,2300,2
2015000173942,9,1500,1
2015000174026,4,1300,1
2015000175201,9,280,4
2015000175495,5,1900,2
2015000176016,9,3700,8
2015000176073,5,1300,1
2015000176609,3,1800,2
2015000176781,3,1500,3
2015000177813,6,2400,5
2015000179283,5,1700,1
2015000179293,5,2500,4
2015000181196,9,230,5
2015000181435,9,2900,16
2015000182110,4,1700,1
2015000183433,5,2100,2
2015000183758,9,280,1
2015000184166,9,390,1
2015000186573,3,2300,1
2015000187667,6,250,5
2015000187673,5,1200,1
2015000189146,2,3700,4
2015000189305,6,1300,6
2015000189496,8,1300,1
2015000191041,4,1700,7
2015000191065,5,3700,5
2015000192314,9,490,5
2015000193981,6,1000,5
2015000194880,6,100,2
2015000195039,2,3200,6
2015000196846,3,2200,2
2015000196900,4,1000,7
2015000197468,4,2600,1
2015000200296,9,920,16
2015000200764,6,1200,2
2015000201362,2,2800,5
2015000203524,5,1800,1
2015000203822,8,2300,2
2015000206176,6,2800,1
2015000206510,9,740,16
2015000207051,5,1400,3
2015000207673,8,840,1
2015000207811,4,2300,2
2015000210366,8,2000,1
2015000210624,6,980,1
2015000211640,6,1600,4
2015000211655,2,1200,2
2015000213484,8,1500,1
2015000213706,2,2800,1
2015000214133,3,1700,2
2015000214355,6,1200,5
2015000215459,9,2000,6
2015000215963,5,3700,5
2015000216133,9,1100,1
2015000216279,9,2700,1
2015000217207,9,2000,5
2015000221887,6,2000,4
2015000222238,3,2100,1
2015000223664,8,1900,8
2015000224028,8,1300,1
2015000225224,5,2000,1
2015000225388,6,3000,1
2015000228647,8,520,1
2015000229978,6,560,1
2015000230788,5,1500,4
2015000231025,6,2200,2
2015000231168,5,2400,3
2015000232079,5,940,5
2015000232598,6,550,3
2015000232768,6,1400,2
2015000233731,4,910,2
2015000235464,5,3000,1
2015000235589,6,1600,1
2015000237058,6,2000,1
2015000237365,5,2700,1
2015000239314,8,3700,5
2015000239759,3,1800,3
2015000242059,8,1400,5
2015000242300,4,920,1
2015000243002,5,2600,3
2015000243519,8,1600,6
2015000243685,9,520,1
2015000243861,3,750,5
2015000243973,9,2200,6
2015000244341,4,1200,1
2015000245776,4,1900,2
2015000245784,8,3000,1
2015000246550,9,770,18
2015000246723,5,3200,5
2015000246816,5,960,4
2015000247389,6,1100,3
2015000248005,8,1900,3
2015000249544,8,1900,7
2015000252744,5,1000,3
2015000253192,8,1800,1
2015000253823,4,1500,1
2015000255539,4,330,2
2015000257002,9,210,6
2015000258203,8,1200,3
2015000259326,2,2600,5
2015000260948,2,400,1
2015000261177,4,2600,1
2015000262089,8,500,5
2015000265755,4,850,3
2015000266530,2,1300,1
2015000266540,8,1200,1
2015000267998,9,1500,8
2015000268721,5,3300,2
2015000270574,8,630,1
2015000271916,5,2700,6
2015000272038,5,210,1
2015000275431,2,1300,1
2015000275673,4,1800,1
2015000276146,5,2900,2
2015000276411,4,1900,1
2015000276533,5,20,5
2015000278616,8,3700,7
2015000279077,6,2400,1
2015000279258,5,1200,2
2015000280291,9,490,1
2015000280348,5,3700,7
2015000280632,6,2900,2
2015000281098,9,540,7
2015000281736,9,1500,16
2015000281817,8,1100,1
2015000282453,3,3000,4
2015000283136,6,1300,2
2015000285416,2,1800,1
2015000286284,9,870,12
2015000289351,9,2200,1
2015000290063,6,1600,4
2015000291319,6,2800,1
2015000292470,8,1000,4
2015000292967,9,1100,1
2015000293729,8,2100,1
2015000294319,9,500,1
2015000295130,6,700,4
2015000295282,4,2400,1
2015000295551,3,1500,1
2015000295604,6,1300,1
2015000295636,9,1700,1
2015000297400,6,1800,1
2015000298032,8,1100,3
2015000298371,2,500,3
2015000298462,5,1600,1
2015000300468,4,3700,7
2015000300763,2,2600,2
2015000301743,8,730,1
2015000301926,4,2000,1
2015000302620,8,2000,1
2015000304548,6,480,1
2015000304897,9,1000,4
2015000306532,5,1000,1
2015000307262,5,3200,3
2015000307483,2,3700,1
2015000308226,5,1800,1
2015000309154,9,2900,5
2015000309464,4,1100,4
2015000309674,9,2800,1
2015000310852,8,1200,1
2015000310911,6,2700,1
2015000312527,4,1000,2
2015000312571,9,3300,3
2015000315349,5,450,1
2015000317021,8,1300,5
2015000317776,4,1800,1
2015000319909,4,1300,1
2015000320373,5,1600,2
2015000321719,9,320,1
2015000322402,6,1000,2
2015000322415,6,1500,1
2015000322991,4,3300,1
2015000323182,5,2000,2
2015000324103,5,3700,7
2015000325064,5,1300,1
2015000325135,2,500,3
2015000325165,9,3300,7
2015000326698,6,330,3
2015000327236,2,1300,3
2015000327284,5,3400,6
2015000328688,5,1200,1
2015000329853,6,2400,5
2015000329867,4,750,3
2015000331158,6,1600,5
2015000331445,5,1800,1
2015000334668,4,3200,1
2015000334803,6,800,5
2015000335069,5,2600,2
2015000338289,3,2500,1
2015000340238,9,2700,3
2015000341557,2,1400,1
2015000342541,2,1700,5
2015000343930,4,1500,1
2015000344447,8,550,1
2015000344800,9,790,6
2015000345583,2,1900,6
2015000345955,8,590,1
2015000346333,5,3000,1
2015000346465,9,460,15
2015000348818,5,910,2
2015000351050,8,1700,2
2015000351698,8,1300,1
2015000353498,8,710,1
2015000355400,4,1400,2
2015000355519,8,1400,1
2015000356131,5,1900,1
2015000356886,2,300,4
2015000357541,3,1700,3
2015000357735,9,640,2
2015000360646,5,370,3
2015000362572,4,1800,3
2015000363661,5,1700,9
2015000365825,4,2000,5
2015000366225,8,900,5
2015000366706,3,1800,4
2015000368860,6,1000,3
2015000369968,8,1900,6
2015000371606,8,3700,5
2015000371975,9,2400,2
2015000372840,9,1200,5
2015000375089,5,3000,1
2015000375484,4,1400,1
2015000377304,9,250,1
2015000380822,5,1200,1
2015000381511,5,1700,3
2015000381877,5,3200,5
2015000381988,8,2000,5
2015000382209,8,210,7
2015000382839,5,3300,1
2015000383236,4,1900,4
2015000383579,5,3700,5
2015000383914,5,1700,6
2015000384081,9,260,1
2015000386571,6,1200,2
2015000386878,8,1000,1
2015000387352,2,2200,7
2015000387562,5,1400,4
2015000387712,5,1400,3
2015000388646,4,3000,1
2015000389214,5,3700,6
2015000390657,8,1900,1
2015000391021,9,640,1
2015000391444,2,1900,1
2015000391608,8,990,1
2015000392112,8,2300,3
2015000392759,5,790,1
2015000393939,5,1400,2
2015000393953,5,2600,4
2015000394963,3,3700,3
2015000395198,4,1400,5
2015000396192,5,2000,1
2015000397101,8,1800,1
2015000398353,9,220,14
2015000398749,4,3700,1
2015000402645,5,2000,1
2015000405274,5,3000,5
2015000405339,4,3000,1
2015000406167,4,3700,1
2015000406302,5,1800,1
2015000407936,4,1200,1
2015000408898,8,1500,3
2015000409207,8,1100,9
2015000409454,8,1800,2
2015000411402,4,2000,7
2015000412203,9,10,1
2015000412924,6,650,1
2015000413330,5,900,1
2015000413626,5,970,1
2015000415741,6,1400,2
2015000416792,5,2100,1
2015000417355,2,2800,2
2015000417954,8,1400,5
2015000418268,2,1500,1
2015000419008,6,1500,4
2015000419420,6,2200,5
2015000420462,8,1300,1
2015000423959,9,1600,1
2015000424664,5,3000,6
2015000424821,6,1700,4
2015000426858,3,2300,1
2015000427771,3,700,6
2015000427885,4,340,5
2015000428284,4,2700,7
2015000428383,8,1500,6
2015000430348,8,790,1
2015000432458,2,3700,3
2015000433014,8,1800,1
2015000433963,8,3300,5
2015000434555,4,1600,3
2015000434920,6,1500,9
2015000435099,2,2200,1
2015000435271,5,2300,1
2015000435450,5,1900,1
2015000436898,3,3300,7
2015000437637,8,700,1
2015000438473,6,1600,3
2015000439205,2,2500,1
2015000439704,8,2800,5
2015000441249,9,610,5
2015000442118,6,3700,5
2015000442844,3,2600,5
2015000443201,6,950,2
2015000443650,2,1300,4
2015000444168,5,1800,3
2015000444564,2,2300,1
2015000446398,9,270,6
2015000446496,2,1800,2
2015000447458,9,280,1
2015000448001,5,1300,3
2015000448651,8,770,4
2015000449476,9,3000,7
2015000449858,9,240,7
2015000449985,6,360,5
2015000451885,5,3000,2
2015000452054,5,870,3
2015000452427,6,2900,1
2015000453612,6,1800,4
2015000453907,4,1100,4
2015000454148,9,390,3
2015000454581,8,1300,1
2015000455334,6,1700,5
2015000455369,9,3200,13
2015000456202,2,1700,1
2015000457630,9,3700,5
2015000458613,5,1200,5
2015000461646,8,3000,7
2015000461647,5,2900,15
2015000462696,9,640,1
2015000464362,5,210,5
2015000464386,3,2000,1
2015000464883,8,2100,1
2015000465708,9,360,11
2015000466369,5,1200,1
2015000468796,6,1000,3
2015000469941,5,900,7
2015000470180,9,240,13
2015000470556,4,1700,1
2015000471257,9,1300,9
2015000472470,6,870,5
2015000472716,2,1800,4
2015000472843,8,1000,1
2015000473194,9,270,4
2015000474160,4,2900,2
2015000474523,5,1900,6
2015000476028,9,1700,1
2015000476778,9,1000,5
2015000478526,8,2100,7
2015000479185,5,1200,3
2015000480963,9,30,14
2015000481752,9,2800,5
2015000482003,3,2200,1
2015000482827,9,260,7
2015000483009,9,320,3
2015000484595,2,300,1
2015000485890,9,3000,5
2015000486610,9,970,5
2015000486956,5,1100,1
2015000487417,6,2800,2
2015000487765,9,1800,6
2015000490278,9,1100,12
2015000490904,6,1300,4
2015000492615,2,3000,3
2015000494561,8,1400,1
2015000495258,2,700,1
2015000495769,4,3400,1
2015000495936,9,660,6
2015000496912,5,940,1
2015000498700,6,1300,1
2015000498915,9,490,1
2015000499863,8,1000,1
2015000502360,9,1100,1
2015000504229,9,890,3
2015000505220,8,1200,1
2015000507845,8,1900,1
2015000508560,5,2100,3
2015000511007,8,3400,1
2015000511385,8,960,1
2015000512196,8,1700,8
2015000512400,9,1600,1
2015000513920,8,1500,1
2015000515909,3,680,7
2015000515961,4,3700,1
2015000516238,5,1800,1
2015000517985,5,1600,2
2015000517995,4,2600,4
2015000518084,9,3200,7
2015000519272,3,1000,1
2015000520311,6,3300,5
2015000520820,4,500,1
2015000523279,2,2600,5
2015000523692,9,770,3
2015000524001,2,1200,1
2015000524445,9,2500,5
2015000524607,6,1300,4
2015000524735,6,3700,1
2015000524855,4,600,1
2015000525888,5,1100,1
2015000526211,5,3700,1
2015000526758,4,1900,1
2015000527869,6,3100,1
2015000528640,9,870,4
2015000530014,4,1900,7
2015000531777,4,3700,1
2015000531791,4,2500,2
2015000532251,5,3700,1
2015000535049,3,1900,2
2015000535148,4,2500,1
2015000537446,6,3200,1
2015000537597,4,900,3
2015000537631,5,2200,3
2015000538070,5,2300,1
2015000538109,4,3400,4
2015000538918,2,800,1
2015000539813,6,1400,3
2015000540272,2,900,1
2015000542663,6,1900,4
2015000543065,9,650,1
2015000544425,8,1700,5
2015000546286,6,870,2
2015000546534,8,1000,1
2015000547426,3,560,8
2015000553988,6,2400,5
2015000554339,5,2900,4
2015000555659,4,1200,5
2015000556749,6,3700,1
2015000558233,2,3700,3
2015000560657,9,1300,4
2015000561453,8,1900,1
2015000562832,5,1600,4
2015000564133,4,820,5
2015000564769,6,860,1
2015000565497,3,750,3
2015000567132,3,2100,1
2015000567285,6,1200,5
2015000569018,3,2000,1
2015000569701,6,2100,1
2015000570344,5,320,1
2015000570464,9,2200,7
2015000571104,5,2700,1
2015000573931,5,2700,1
2015000574161,3,2200,9
2015000575331,6,310,7
2015000576148,8,900,1
2015000578774,6,1500,1
2015000579186,2,2100,1
2015000579288,9,260,6
2015000579772,9,950,7
2015000580409,6,950,5
2015000581011,3,1600,4
2015000581554,8,1600,1
2015000582893,2,2700,4
2015000583663,8,650,4
2015000584054,5,2200,1
2015000585726,5,2400,1
2015000585920,5,920,5
2015000586073,4,2600,1
2015000586199,3,1900,8
2015000586879,3,2000,2
2015000587689,6,2400,1
2015000588692,6,2600,4
2015000589267,5,1800,8
2015000589702,9,1700,1
2015000590701,4,2700,1
2015000592144,5,1100,5
2015000593165,5,1200,5
2015000594409,9,1200,8
2015000595896,5,1100,1
2015000600093,9,900,5
2015000600112,3,3700,6
2015000600891,5,3000,1
2015000601033,6,2700,1
2015000602584,9,260,2
2015000605026,8,850,1
2015000605730,8,1100,1
2015000605789,6,2500,1
2015000607103,8,1300,1
2015000607247,6,2100,5
2015000607679,8,720,7
2015000608252,6,2000,1
2015000608442,5,2300,1
2015000610535,4,3700,1
2015000612696,2,150,3
2015000612784,4,3700,1
2015000612931,8,1600,1
2015000614651,6,1300,1
2015000614660,8,1900,4
2015000615591,9,2900,16
2015000616706,8,950,1
